"CURRENT.BUILDING.EVAL.SCORE","PROPERTY.TYPE","YEAR.BUILT","CONFIRMED.UNITS","CONFIRMED.STOREYS","BUILDING.CLEANLINESS","BUILDING.EXTERIOR","COMMON.AREA.PESTS"
98,"PRIVATE",1955,26,4,3,2,3
89,"PRIVATE",1956,56,5,2,2,3
94,"PRIVATE",1956,56,5,3,2,3
75,"PRIVATE",1959,44,4,2,2,3
76,"PRIVATE",1959,44,4,2,1,3
83,"PRIVATE",1959,64,5,3,2,3
99,"PRIVATE",1959,64,5,3,3,3
98,"PRIVATE",1965,17,3,3,3,3
82,"PRIVATE",1968,218,9,1,2,3
94,"TCHC",1980,155,7,3,2,3
87,"SOCIAL HOUSING",1991,29,4,2,2,3
90,"SOCIAL HOUSING",1991,29,4,3,2,3
85,"SOCIAL HOUSING",2012,32,5,2,2,3
92,"SOCIAL HOUSING",2012,32,5,3,3,3
92,"SOCIAL HOUSING",1991,37,4,3,2,3
97,"SOCIAL HOUSING",1991,37,4,3,3,3
96,"TCHC",1973,29,4,2,3,3
97,"TCHC",1973,29,4,3,3,3
89,"TCHC",1960,81,4,3,2,3
65,"PRIVATE",1958,12,3,1,1,3
86,"PRIVATE",1958,12,3,3,2,3
89,"SOCIAL HOUSING",1986,149,7,3,2,3
76,"PRIVATE",1911,12,3,2,2,3
73,"PRIVATE",1911,12,3,1,1,3
79,"TCHC",1959,106,6,1,1,3
82,"TCHC",1959,106,6,2,2,2
96,"PRIVATE",2016,95,8,3,2,3
96,"PRIVATE",2016,95,8,3,2,3
94,"PRIVATE",1976,457,29,2,2,3
94,"PRIVATE",1976,638,29,2,2,3
94,"PRIVATE",1976,638,29,3,2,3
92,"SOCIAL HOUSING",1997,30,6,2,3,2
86,"SOCIAL HOUSING",1992,21,6,1,2,1
96,"SOCIAL HOUSING",1992,21,6,3,3,3
80,"PRIVATE",1960,16,3,3,1,3
92,"PRIVATE",1960,16,3,3,1,3
97,"PRIVATE",2021,131,7,3,3,3
87,"TCHC",1989,40,3,3,2,3
81,"PRIVATE",1960,33,4,2,1,3
91,"PRIVATE",1960,33,4,3,1,3
86,"PRIVATE",1960,33,4,3,1,3
76,"PRIVATE",1965,218,19,1,2,2
89,"PRIVATE",1952,66,5,3,2,3
94,"PRIVATE",1952,66,5,3,2,3
80,"PRIVATE",1965,12,3,3,2,3
79,"PRIVATE",1965,12,3,3,2,3
85,"PRIVATE",1965,12,3,3,2,3
74,"PRIVATE",1952,12,3,3,3,3
82,"TCHC",1973,16,4,3,2,3
90,"TCHC",1973,16,4,2,2,3
79,"TCHC",1973,16,4,2,2,3
86,"TCHC",1973,16,4,2,2,3
90,"TCHC",1973,16,4,3,2,3
77,"TCHC",1973,16,4,2,2,3
81,"TCHC",1973,16,4,3,3,3
90,"TCHC",1973,16,4,3,2,3
83,"TCHC",1973,16,4,3,3,3
90,"TCHC",1973,16,4,2,2,3
94,"PRIVATE",1958,11,3,3,2,3
97,"PRIVATE",1958,11,3,3,1,3
85,"PRIVATE",1957,23,3,3,3,3
93,"PRIVATE",1957,23,3,3,3,3
92,"PRIVATE",1957,23,3,3,3,3
88,"PRIVATE",1955,25,3,3,2,2
97,"PRIVATE",1955,25,3,3,3,3
96,"PRIVATE",1960,170,13,3,3,3
94,"PRIVATE",1960,170,13,2,3,3
91,"PRIVATE",1969,181,14,2,3,2
88,"TCHC",1972,389,14,2,2,3
92,"TCHC",1972,389,14,3,2,3
97,"PRIVATE",1974,281,21,3,3,3
84,"TCHC",1970,186,13,1,2,3
89,"PRIVATE",1971,188,14,3,2,2
95,"PRIVATE",2013,463,29,3,2,3
98,"PRIVATE",2005,293,33,3,3,3
93,"PRIVATE",1979,265,28,2,2,3
80,"PRIVATE",1940,38,4,3,2,3
90,"PRIVATE",1954,48,6,3,2,3
95,"PRIVATE",1965,69,6,3,2,3
96,"PRIVATE",1965,69,6,3,2,3
96,"PRIVATE",1953,19,4,3,3,3
98,"PRIVATE",1953,19,4,3,2,3
94,"PRIVATE",1953,19,4,3,3,3
85,"PRIVATE",1950,38,3,2,2,3
91,"PRIVATE",1950,38,3,3,3,3
97,"PRIVATE",2006,14,4,3,3,3
99,"PRIVATE",2006,14,4,3,2,3
73,"PRIVATE",1941,105,3,3,2,3
74,"PRIVATE",1960,26,3,1,1,3
89,"PRIVATE",1960,26,3,3,2,3
90,"PRIVATE",1965,112,4,3,2,3
93,"PRIVATE",1965,27,5,3,3,3
96,"PRIVATE",1965,27,5,3,3,3
88,"PRIVATE",1911,20,4,2,3,3
84,"PRIVATE",1968,218,9,3,2,3
94,"TCHC",1992,100,6,2,3,3
96,"TCHC",1992,100,6,3,3,3
93,"TCHC",1977,300,7,1,3,3
73,"PRIVATE",1961,86,10,2,1,3
79,"PRIVATE",1961,86,10,3,2,3
92,"PRIVATE",1965,117,12,3,2,3
84,"PRIVATE",1965,132,13,2,2,2
83,"PRIVATE",1967,207,13,3,2,3
91,"PRIVATE",1950,78,6,3,2,3
75,"PRIVATE",1972,466,23,3,1,3
81,"PRIVATE",1972,466,23,2,2,3
77,"PRIVATE",1972,262,23,3,1,3
79,"PRIVATE",1972,263,23,2,2,3
80,"PRIVATE",1972,263,23,2,1,3
81,"PRIVATE",1974,223,28,3,2,3
95,"PRIVATE",1967,74,8,3,2,3
78,"PRIVATE",1961,111,8,3,1,3
87,"PRIVATE",1961,110,8,3,2,3
92,"PRIVATE",1961,110,8,3,2,3
78,"PRIVATE",1915,21,3,3,1,3
91,"PRIVATE",1972,793,51,3,3,3
83,"PRIVATE",1981,147,32,2,3,3
88,"PRIVATE",1981,147,32,2,3,3
89,"PRIVATE",1977,250,21,3,3,3
96,"PRIVATE",1977,250,21,2,2,3
91,"PRIVATE",1936,41,4,3,2,3
97,"PRIVATE",1929,64,4,3,2,3
86,"TCHC",1987,144,15,2,2,3
92,"TCHC",1972,153,10,1,3,3
91,"TCHC",1972,132,10,1,3,3
91,"SOCIAL HOUSING",1990,208,12,3,2,3
97,"SOCIAL HOUSING",1990,208,12,3,3,3
97,"PRIVATE",1950,14,4,3,3,3
97,"PRIVATE",1950,14,4,3,3,3
96,"PRIVATE",1950,14,4,3,3,3
97,"PRIVATE",1950,14,4,3,3,3
96,"PRIVATE",1950,14,4,3,3,3
97,"PRIVATE",1950,14,4,3,3,3
98,"PRIVATE",1968,56,10,2,3,3
98,"PRIVATE",1968,56,10,3,3,3
82,"TCHC",1962,255,19,1,2,3
92,"TCHC",1962,255,19,3,3,3
100,"PRIVATE",2021,333,41,3,3,3
83,"PRIVATE",1960,45,7,2,3,3
92,"PRIVATE",1960,45,7,3,3,3
89,"PRIVATE",1970,172,24,2,1,2
80,"PRIVATE",1968,107,18,1,2,3
73,"PRIVATE",1917,32,5,2,1,3
99,"PRIVATE",2019,288,24,3,3,3
92,"PRIVATE",1963,162,15,2,2,3
98,"PRIVATE",1963,162,15,3,3,3
98,"PRIVATE",1966,575,30,3,2,3
99,"PRIVATE",1966,575,30,3,3,3
93,"TCHC",1977,156,16,1,3,3
85,"PRIVATE",1931,29,3,2,3,3
94,"PRIVATE",1931,29,3,3,3,3
83,"SOCIAL HOUSING",1992,41,6,3,3,3
93,"SOCIAL HOUSING",1992,41,6,3,3,3
76,"PRIVATE",1952,12,3,2,2,3
76,"PRIVATE",1952,12,3,3,3,3
84,"PRIVATE",1960,13,3,2,2,3
90,"PRIVATE",1960,13,3,2,2,3
82,"PRIVATE",1952,13,3,3,2,3
90,"PRIVATE",1970,63,6,3,2,3
93,"PRIVATE",1966,96,14,3,2,3
94,"PRIVATE",1966,96,14,3,3,3
88,"PRIVATE",1966,96,14,2,2,3
85,"PRIVATE",1976,366,29,3,3,3
90,"PRIVATE",1976,366,29,2,2,3
90,"PRIVATE",1975,277,29,2,2,3
95,"PRIVATE",1975,277,29,3,2,3
95,"PRIVATE",1968,128,10,3,2,3
88,"PRIVATE",1967,218,17,2,3,3
91,"PRIVATE",1965,287,18,3,2,3
99,"PRIVATE",1965,287,18,3,3,3
77,"PRIVATE",1956,29,4,2,2,3
83,"PRIVATE",1956,29,4,3,2,3
88,"PRIVATE",1955,15,4,2,2,3
96,"PRIVATE",1955,15,4,3,3,3
90,"TCHC",2000,25,7,2,2,3
97,"PRIVATE",1963,53,4,3,3,3
95,"PRIVATE",1950,26,4,3,3,3
98,"PRIVATE",1950,26,4,3,3,3
87,"PRIVATE",1960,28,4,3,2,3
72,"PRIVATE",1968,20,3,2,1,3
93,"PRIVATE",1964,304,3,3,3,2
94,"PRIVATE",1971,234,12,3,3,3
97,"PRIVATE",1971,172,12,3,3,3
99,"PRIVATE",1971,172,12,3,3,3
97,"PRIVATE",1971,235,12,3,2,3
90,"PRIVATE",1932,11,4,3,3,3
91,"PRIVATE",1932,11,4,3,3,3
95,"PRIVATE",1960,39,3,3,2,3
99,"PRIVATE",1960,39,3,3,3,3
87,"PRIVATE",2004,62,8,3,2,3
91,"PRIVATE",1924,12,3,3,2,3
77,"PRIVATE",1971,18,3,2,2,3
97,"PRIVATE",2003,306,27,3,3,3
99,"PRIVATE",2003,306,27,3,3,3
77,"PRIVATE",1964,250,12,2,3,3
96,"PRIVATE",1964,250,12,2,2,3
79,"PRIVATE",1971,253,16,3,2,2
76,"SOCIAL HOUSING",1885,28,3,3,1,3
92,"SOCIAL HOUSING",1885,28,3,2,3,3
69,"PRIVATE",1988,16,4,3,1,3
76,"TCHC",1971,326,22,1,2,3
88,"TCHC",1971,326,22,1,1,3
88,"PRIVATE",1960,55,5,2,3,3
93,"PRIVATE",1960,55,5,3,2,3
90,"PRIVATE",1960,73,4,3,2,3
85,"PRIVATE",1960,130,7,2,1,3
90,"PRIVATE",1960,130,7,3,3,3
98,"PRIVATE",2012,210,20,3,3,3
100,"PRIVATE",2012,210,20,3,3,3
90,"PRIVATE",1971,220,16,3,3,2
96,"PRIVATE",1970,189,14,3,3,3
91,"PRIVATE",1962,20,4,3,2,3
80,"PRIVATE",1940,12,3,1,1,3
76,"PRIVATE",1952,12,3,2,2,3
87,"PRIVATE",1952,12,3,2,3,3
90,"PRIVATE",1965,15,4,3,3,3
83,"TCHC",1996,115,13,2,2,3
82,"PRIVATE",1963,63,10,3,1,3
72,"PRIVATE",1965,41,6,2,1,3
83,"PRIVATE",1965,41,6,3,2,3
97,"PRIVATE",2005,388,28,3,2,3
99,"PRIVATE",2005,388,28,3,3,3
82,"TCHC",1972,120,13,2,1,1
81,"PRIVATE",1910,12,3,2,1,3
99,"PRIVATE",1910,12,3,3,2,3
95,"PRIVATE",1910,35,4,3,3,3
97,"PRIVATE",1910,35,4,3,2,3
23,"PRIVATE",1958,17,3,0,1,0
57,"SOCIAL HOUSING",1994,18,3,1,2,1
90,"SOCIAL HOUSING",1994,18,3,3,1,3
97,"PRIVATE",1929,49,4,3,3,3
100,"PRIVATE",1929,49,4,3,3,3
82,"PRIVATE",1960,30,3,3,2,1
97,"PRIVATE",1960,30,3,3,3,3
86,"PRIVATE",1955,19,3,3,2,3
74,"PRIVATE",1959,21,4,3,3,3
96,"SOCIAL HOUSING",1992,72,5,3,3,3
84,"TCHC",1971,384,20,2,2,3
99,"PRIVATE",1974,458,23,3,3,3
86,"PRIVATE",1900,36,3,3,2,3
78,"PRIVATE",1900,36,3,1,2,3
82,"PRIVATE",1900,36,3,1,2,3
87,"PRIVATE",1974,319,33,3,1,3
99,"PRIVATE",1974,319,33,3,2,3
76,"PRIVATE",1913,20,3,2,2,2
98,"PRIVATE",2021,210,9,3,3,3
100,"PRIVATE",2021,210,9,3,3,3
70,"PRIVATE",2006,171,6,3,1,2
72,"PRIVATE",2006,171,6,3,1,2
82,"PRIVATE",2008,74,5,3,2,3
48,"PRIVATE",1920,10,3,1,1,3
85,"SOCIAL HOUSING",1992,14,3,3,2,3
95,"SOCIAL HOUSING",1992,14,3,3,3,3
83,"SOCIAL HOUSING",1992,28,4,2,3,3
85,"SOCIAL HOUSING",1992,21,4,2,2,3
91,"SOCIAL HOUSING",1992,21,4,3,3,3
86,"SOCIAL HOUSING",1992,14,3,2,2,3
92,"SOCIAL HOUSING",1992,14,3,3,3,3
83,"SOCIAL HOUSING",1992,21,4,2,2,3
95,"SOCIAL HOUSING",1992,21,4,3,3,3
85,"SOCIAL HOUSING",1992,28,4,3,2,3
89,"SOCIAL HOUSING",1992,28,4,3,3,3
87,"SOCIAL HOUSING",1992,14,3,2,2,3
88,"PRIVATE",1964,213,12,3,3,3
92,"PRIVATE",1964,213,12,2,2,3
92,"PRIVATE",1960,75,6,3,2,3
87,"PRIVATE",1970,28,4,3,2,3
92,"PRIVATE",1974,49,6,2,2,3
79,"PRIVATE",1960,49,6,3,2,3
86,"PRIVATE",1955,48,6,2,2,3
99,"PRIVATE",1958,33,4,3,2,3
88,"PRIVATE",1964,212,12,3,2,3
96,"PRIVATE",1961,81,6,3,2,3
100,"PRIVATE",1961,81,6,3,3,3
96,"PRIVATE",1961,94,6,3,2,3
100,"PRIVATE",1961,94,6,3,3,3
86,"PRIVATE",1965,152,12,3,1,3
94,"PRIVATE",1965,152,12,3,2,3
81,"PRIVATE",1960,27,4,3,2,3
97,"PRIVATE",1950,24,3,3,3,3
99,"PRIVATE",1950,24,3,3,3,3
96,"PRIVATE",1954,41,6,3,2,3
84,"PRIVATE",1969,153,7,2,2,3
90,"PRIVATE",1970,96,12,3,3,3
96,"PRIVATE",1970,96,12,3,3,3
78,"PRIVATE",1959,10,3,1,2,1
65,"PRIVATE",1966,284,17,1,1,1
87,"PRIVATE",1966,284,17,3,1,3
80,"PRIVATE",1975,12,3,1,2,1
93,"PRIVATE",1975,12,3,3,3,3
84,"PRIVATE",1975,12,3,1,2,3
92,"PRIVATE",1975,12,3,3,3,3
84,"PRIVATE",1960,73,4,3,1,2
91,"PRIVATE",1960,73,4,3,3,3
90,"PRIVATE",1960,130,7,3,2,3
90,"PRIVATE",1960,130,7,2,2,3
87,"SOCIAL HOUSING",2007,68,4,2,3,3
99,"PRIVATE",2013,177,10,3,3,3
100,"PRIVATE",2013,177,10,3,3,3
94,"PRIVATE",1966,82,11,3,1,3
92,"PRIVATE",1954,22,4,2,2,3
84,"PRIVATE",1954,22,4,3,2,3
94,"PRIVATE",1954,22,4,3,1,3
88,"PRIVATE",1954,22,4,2,2,3
90,"PRIVATE",1940,14,4,3,2,3
85,"PRIVATE",1950,30,4,3,1,3
93,"PRIVATE",1952,39,4,2,2,3
96,"PRIVATE",1952,39,4,3,2,3
82,"PRIVATE",1952,27,3,3,2,3
88,"PRIVATE",1952,27,3,3,1,3
94,"PRIVATE",1956,22,4,3,2,3
96,"PRIVATE",1958,25,4,3,3,3
93,"PRIVATE",1956,22,4,3,1,3
95,"PRIVATE",1956,22,4,3,3,3
94,"PRIVATE",1954,32,4,3,3,3
95,"PRIVATE",1954,32,4,3,2,3
90,"PRIVATE",1952,29,4,3,3,3
92,"PRIVATE",1965,23,4,3,1,3
94,"PRIVATE",1965,23,4,3,2,3
94,"PRIVATE",1953,23,4,3,3,3
90,"PRIVATE",1955,19,3,3,2,3
85,"PRIVATE",1937,18,3,3,2,3
84,"PRIVATE",1937,18,3,2,3,3
96,"PRIVATE",1967,64,5,3,2,3
97,"PRIVATE",1967,64,5,3,3,3
85,"PRIVATE",1960,25,4,3,2,3
91,"PRIVATE",1960,25,4,3,2,3
89,"PRIVATE",1955,43,4,3,2,3
92,"PRIVATE",1951,37,4,3,2,3
91,"PRIVATE",1951,37,4,3,2,3
83,"PRIVATE",1951,37,4,3,1,3
85,"PRIVATE",1951,37,4,1,1,3
92,"PRIVATE",1951,47,4,3,2,3
67,"PRIVATE",1950,54,4,2,2,3
87,"PRIVATE",1950,54,4,2,2,3
83,"PRIVATE",1951,36,4,2,2,3
87,"PRIVATE",1951,36,4,2,2,3
67,"PRIVATE",1950,40,3,2,2,3
89,"PRIVATE",1950,40,3,3,2,3
88,"PRIVATE",1915,40,3,3,2,3
90,"PRIVATE",1958,35,3,2,2,3
92,"PRIVATE",1958,35,3,3,2,3
98,"PRIVATE",1981,195,7,3,3,3
98,"PRIVATE",1981,195,7,3,3,3
91,"TCHC",1989,157,7,3,1,3
93,"TCHC",1989,157,7,3,2,3
57,"PRIVATE",1970,12,3,2,1,1
76,"PRIVATE",1970,12,3,1,1,3
93,"SOCIAL HOUSING",1992,14,3,3,3,3
84,"PRIVATE",1967,90,9,2,2,3
37,"PRIVATE",1918,15,4,0,3,0
94,"PRIVATE",1918,15,4,3,2,3
76,"PRIVATE",1898,15,3,3,2,3
85,"PRIVATE",1898,15,3,3,2,3
94,"PRIVATE",1929,39,5,3,3,3
92,"SOCIAL HOUSING",1993,22,4,3,2,3
95,"SOCIAL HOUSING",1993,22,4,3,3,3
81,"PRIVATE",1940,21,3,2,2,3
89,"PRIVATE",1974,235,15,2,2,3
97,"PRIVATE",1969,383,24,3,3,3
97,"PRIVATE",2024,80,7,3,3,3
91,"SOCIAL HOUSING",1989,19,5,3,3,3
94,"SOCIAL HOUSING",1989,19,5,3,2,3
92,"SOCIAL HOUSING",1995,16,3,1,2,3
93,"SOCIAL HOUSING",1989,14,4,3,3,3
95,"SOCIAL HOUSING",1989,14,4,3,3,3
97,"TCHC",1965,41,6,3,2,3
98,"TCHC",1965,41,6,3,3,3
97,"PRIVATE",1965,200,24,3,3,3
98,"PRIVATE",1965,200,24,3,3,3
78,"PRIVATE",1960,24,4,2,2,3
91,"PRIVATE",1960,24,4,3,2,3
96,"PRIVATE",1960,62,4,3,2,3
88,"PRIVATE",1960,61,4,3,1,2
91,"PRIVATE",1960,61,4,3,1,3
90,"PRIVATE",1962,78,4,3,2,3
88,"PRIVATE",1958,12,3,3,3,3
100,"PRIVATE",1985,438,21,3,3,3
91,"TCHC",1979,275,18,3,2,3
95,"TCHC",1979,275,18,3,1,3
82,"SOCIAL HOUSING",1975,297,6,2,3,1
86,"SOCIAL HOUSING",1975,297,6,2,2,3
89,"PRIVATE",1961,47,4,3,2,3
78,"PRIVATE",1959,39,4,2,1,3
77,"PRIVATE",1962,30,4,3,1,3
85,"PRIVATE",1960,179,6,2,2,2
82,"PRIVATE",1969,170,14,3,3,3
86,"PRIVATE",1969,170,14,3,2,3
86,"PRIVATE",1967,244,9,3,2,2
82,"SOCIAL HOUSING",1983,141,12,2,2,3
93,"SOCIAL HOUSING",1983,141,12,3,2,3
87,"SOCIAL HOUSING",1987,123,14,2,2,3
95,"SOCIAL HOUSING",1987,123,14,3,2,3
92,"PRIVATE",1964,150,7,3,1,3
88,"PRIVATE",1970,85,11,2,2,3
94,"PRIVATE",1971,171,16,3,2,3
74,"TCHC",2008,15,4,2,2,3
89,"TCHC",2008,15,4,3,1,3
98,"PRIVATE",1970,121,11,3,3,3
78,"PRIVATE",1972,258,27,2,2,3
81,"PRIVATE",1972,258,27,3,2,3
77,"PRIVATE",1959,115,6,2,2,3
79,"PRIVATE",1959,115,6,3,1,3
77,"PRIVATE",1959,117,6,3,2,3
94,"PRIVATE",1954,50,4,3,3,3
86,"PRIVATE",1954,30,4,2,2,3
95,"PRIVATE",1954,30,4,3,1,3
91,"PRIVATE",1959,14,4,3,3,3
94,"PRIVATE",1959,14,4,2,3,3
98,"PRIVATE",1959,14,4,3,2,3
91,"PRIVATE",1952,13,4,3,3,3
92,"PRIVATE",1952,13,4,3,3,3
95,"PRIVATE",1952,13,4,3,2,3
94,"PRIVATE",1952,13,4,3,3,3
96,"PRIVATE",1952,13,4,3,2,3
91,"PRIVATE",1952,13,4,3,2,3
92,"PRIVATE",1952,13,4,3,3,3
90,"PRIVATE",1952,13,4,3,3,3
89,"PRIVATE",1952,13,4,3,2,3
96,"PRIVATE",1952,13,4,3,2,3
94,"PRIVATE",1952,15,4,3,3,3
94,"PRIVATE",1952,14,4,3,3,3
93,"PRIVATE",1952,14,4,3,3,3
96,"PRIVATE",1952,14,4,3,2,3
95,"PRIVATE",1959,56,4,3,2,3
97,"PRIVATE",1959,56,4,3,3,3
92,"PRIVATE",1956,44,6,3,1,3
97,"PRIVATE",1955,48,4,3,3,3
95,"PRIVATE",1955,48,4,3,3,3
95,"PRIVATE",1955,77,4,3,3,3
92,"PRIVATE",1955,52,4,3,3,3
98,"PRIVATE",1955,52,4,3,3,3
96,"PRIVATE",1992,17,3,3,3,3
95,"PRIVATE",1992,17,3,3,2,3
89,"PRIVATE",1972,206,14,3,3,3
92,"PRIVATE",1972,206,14,3,3,3
91,"PRIVATE",1970,206,14,3,2,3
95,"PRIVATE",1970,206,14,3,3,3
87,"PRIVATE",1971,293,23,2,2,3
89,"PRIVATE",1920,20,3,2,2,3
89,"PRIVATE",1968,17,3,3,2,3
85,"PRIVATE",1959,24,4,3,2,3
84,"TCHC",1993,48,6,3,3,3
99,"TCHC",1993,48,6,3,3,3
82,"SOCIAL HOUSING",1989,174,6,2,3,3
95,"SOCIAL HOUSING",1989,174,6,3,3,3
85,"TCHC",1989,128,5,2,2,3
94,"TCHC",1989,128,5,2,3,3
78,"PRIVATE",1958,38,4,2,2,3
92,"PRIVATE",1957,86,4,2,2,3
94,"PRIVATE",1957,86,4,3,2,3
80,"PRIVATE",1955,47,3,3,2,3
81,"PRIVATE",1935,40,6,3,2,3
86,"PRIVATE",1935,40,6,3,2,3
98,"PRIVATE",2022,61,9,3,3,3
99,"PRIVATE",2022,61,9,3,3,3
88,"PRIVATE",1912,32,3,3,1,3
84,"PRIVATE",1929,72,4,3,2,3
79,"PRIVATE",1930,43,3,2,1,3
79,"PRIVATE",1950,19,3,3,2,3
94,"PRIVATE",1962,78,4,3,2,3
87,"PRIVATE",1960,60,4,3,3,3
88,"PRIVATE",1960,60,4,2,2,3
86,"PRIVATE",1960,64,4,2,2,3
94,"PRIVATE",1960,64,4,3,2,3
94,"PRIVATE",1958,61,4,3,3,3
80,"PRIVATE",1960,69,4,3,2,3
87,"PRIVATE",1960,69,4,2,1,3
89,"PRIVATE",1958,60,4,3,2,3
95,"PRIVATE",1958,60,4,2,2,3
95,"PRIVATE",1960,60,4,3,3,3
93,"PRIVATE",1958,60,4,3,3,3
84,"SOCIAL HOUSING",1959,24,4,2,2,3
94,"SOCIAL HOUSING",1959,24,4,3,2,3
87,"TCHC",1956,53,4,3,2,3
79,"TCHC",1956,43,4,2,1,3
89,"PRIVATE",1968,172,13,3,2,3
99,"PRIVATE",1968,172,13,3,3,3
87,"PRIVATE",1928,68,6,3,2,3
90,"PRIVATE",1928,68,6,3,2,3
86,"SOCIAL HOUSING",2011,50,5,2,3,3
87,"SOCIAL HOUSING",2011,50,5,2,3,2
91,"TCHC",1981,266,15,2,2,3
97,"TCHC",1981,266,15,3,3,3
81,"PRIVATE",1930,24,4,2,2,3
80,"PRIVATE",1930,24,4,3,1,3
89,"TCHC",1972,99,10,3,2,3
86,"PRIVATE",1967,96,15,3,2,1
85,"TCHC",1970,306,16,1,3,3
92,"PRIVATE",1980,60,8,3,1,3
98,"PRIVATE",1980,60,8,3,2,3
89,"TCHC",2009,180,13,3,2,3
90,"TCHC",2009,180,13,1,3,3
93,"SOCIAL HOUSING",2005,84,5,3,3,3
94,"SOCIAL HOUSING",2005,84,5,3,2,3
84,"TCHC",1983,150,11,1,2,3
82,"SOCIAL HOUSING",1987,50,3,1,1,3
66,"PRIVATE",1967,118,11,1,1,3
70,"PRIVATE",1967,118,11,2,2,3
91,"SOCIAL HOUSING",1993,42,4,2,3,3
95,"SOCIAL HOUSING",1993,42,4,3,2,3
95,"PRIVATE",1957,12,3,2,3,3
97,"PRIVATE",1950,18,3,3,3,3
94,"PRIVATE",1950,23,3,2,2,2
97,"PRIVATE",1950,23,3,3,2,3
86,"PRIVATE",1963,244,19,3,2,3
97,"PRIVATE",1963,244,19,3,3,3
95,"PRIVATE",1963,217,29,3,3,3
99,"PRIVATE",1963,217,29,3,3,3
90,"PRIVATE",1963,244,18,3,2,3
72,"PRIVATE",1968,96,12,1,2,2
94,"PRIVATE",1968,96,12,3,3,3
96,"PRIVATE",1966,108,11,3,3,3
99,"PRIVATE",1966,108,11,3,3,3
85,"TCHC",1957,30,4,3,2,3
96,"PRIVATE",1955,65,4,3,3,3
100,"PRIVATE",1955,65,4,3,3,3
95,"PRIVATE",1951,66,4,3,3,3
93,"PRIVATE",1955,10,3,3,2,3
94,"PRIVATE",1955,10,3,3,2,3
65,"PRIVATE",1955,21,3,2,2,3
87,"PRIVATE",1955,21,3,2,3,2
81,"PRIVATE",1950,10,3,1,2,3
82,"PRIVATE",1955,13,3,2,2,3
90,"PRIVATE",1955,13,3,3,3,2
90,"PRIVATE",1955,13,3,3,3,2
92,"PRIVATE",1955,13,3,3,2,3
93,"PRIVATE",1955,13,3,3,3,3
68,"PRIVATE",1955,13,3,1,1,2
80,"PRIVATE",1950,14,3,3,2,3
78,"PRIVATE",1950,14,3,3,2,3
84,"PRIVATE",1962,34,4,3,2,3
91,"PRIVATE",1960,28,3,3,2,3
92,"PRIVATE",1960,28,3,3,2,3
89,"PRIVATE",1960,27,4,2,2,3
92,"PRIVATE",1960,27,4,2,2,3
92,"PRIVATE",1969,131,11,3,2,3
95,"PRIVATE",1969,131,11,2,2,3
91,"PRIVATE",2011,153,10,3,3,3
86,"PRIVATE",1974,61,7,3,2,3
91,"PRIVATE",1974,61,7,3,2,3
84,"PRIVATE",1972,103,13,3,2,3
88,"PRIVATE",1950,19,3,2,1,3
92,"PRIVATE",1963,81,7,3,2,3
90,"PRIVATE",1963,66,8,3,3,3
88,"PRIVATE",1964,133,8,3,2,3
86,"PRIVATE",1930,15,3,3,2,3
97,"SOCIAL HOUSING",2016,145,12,3,3,3
98,"SOCIAL HOUSING",2016,145,12,3,3,3
96,"PRIVATE",1973,285,37,3,3,3
85,"PRIVATE",1977,184,13,2,2,3
96,"PRIVATE",1977,184,13,3,2,3
85,"PRIVATE",1963,30,3,3,2,3
94,"PRIVATE",1963,30,3,3,2,3
90,"PRIVATE",1962,129,22,3,3,3
97,"PRIVATE",1962,129,22,3,2,3
92,"PRIVATE",1965,26,5,3,2,3
92,"PRIVATE",1965,26,5,3,3,3
91,"PRIVATE",1973,155,12,3,2,3
91,"PRIVATE",1968,118,12,3,2,3
93,"PRIVATE",1970,84,15,3,2,3
98,"PRIVATE",1970,84,15,3,3,3
82,"PRIVATE",1986,86,11,2,2,3
97,"PRIVATE",1986,86,11,3,3,3
98,"PRIVATE",1961,140,7,3,3,3
99,"PRIVATE",1961,140,7,3,3,3
94,"PRIVATE",1960,73,10,3,2,3
94,"PRIVATE",1955,36,3,3,2,3
96,"PRIVATE",1955,36,3,3,2,3
79,"PRIVATE",1950,24,3,3,3,3
100,"PRIVATE",1969,207,19,3,3,3
100,"PRIVATE",1969,207,19,3,3,3
90,"PRIVATE",1962,48,7,3,2,3
97,"PRIVATE",1962,48,7,3,3,3
85,"PRIVATE",1969,149,13,3,1,3
89,"PRIVATE",1969,149,13,3,3,3
97,"PRIVATE",1963,57,12,3,2,3
91,"PRIVATE",1957,65,6,3,2,3
90,"PRIVATE",1963,44,5,3,2,3
84,"PRIVATE",1965,52,12,3,3,2
92,"PRIVATE",1965,52,12,3,2,3
92,"PRIVATE",1960,90,10,3,2,3
93,"PRIVATE",1960,90,10,3,2,3
91,"PRIVATE",1963,57,9,3,3,2
92,"PRIVATE",1963,57,9,3,2,3
88,"PRIVATE",1959,72,6,2,2,3
93,"PRIVATE",1965,108,12,3,2,3
89,"PRIVATE",1964,51,8,3,3,3
89,"PRIVATE",1964,51,8,3,3,3
93,"PRIVATE",1965,54,10,3,2,3
94,"PRIVATE",1960,54,8,3,3,3
95,"PRIVATE",1960,54,8,3,3,3
97,"PRIVATE",1986,88,5,3,2,3
78,"PRIVATE",1954,18,3,2,2,3
88,"PRIVATE",1954,18,3,3,2,3
